business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
qB-qsaSnhbHCt18_AN4Quw,2011-12-21,1FvrC35rTJ6BWFvRog7tuA,3,"Everything was nice. The ice cream was delicious, no overwhelming alcohol taste & an interesting variety of flavors. Service was fine, place was clean. I'll go back, but only because I have a killer sweet tooth and they're in the neighborhood.",review,66PQJEHC0tCWGMI4V9KT-Q,0,0,0
aRkYtXfmEKYG-eTDf_qUsw,2009-04-04,Ckk1Cne1GHwzmJfo7M4r2w,5,"(Un)fortunately for me, lux is close to my house.  I walk there nearly every day and am much poorer because of it.  The coffee and pastries are amazing.  They always play really great music too!",review,IUWjTmXc3wLVaMHz33inaA,2,1,1
JuBygU4XDjqSeW9okyvbsQ,2010-09-25,bu9S6tFKuTrMcNxQaQYMQA,3,"After watching her win on Cupcake Wars I was determined to find this place (It's very well hidden)and sample the cupcakes.  I have to say I was not impressed; i make better cupcakes on my own.  More creative and not so sweet you'll go into a diabetic coma.  i did have a California BLT as well and it was a good sandwich although the bread was a little too toasted for my liking.  The staff was friendly, the ambiance was very pleasant and it was clean.  But the cupcakes...really not all that.  Sorry....",review,1MyXsAhZK35A6EAr4reLCA,0,1,1
jRfdz5voj40P6WS9L54caw,2012-01-03,V75NCU3EhqTDwPj5In94DQ,4,Good for an easy and leisurely business lunch or outing with the girls.  The market downstairs is great for takeout and a great selection of bakery treats.,review,r-t7IiTSD0QZdt8lOUCqeQ,0,1,0
7SO_rX1F6rQEl-5s3wZxgQ,2011-10-03,GxaYFCprt-wyqO--vB4PHQ,4,"After my last review, somewhat scathing regarding the burgers, I got an invite from the management to come down, meet the chef and give him another try.  I thought to myself, ""how nice"", they read my review and they are concerned about the quality of their product.  I think that is admirable.  I did not take them up on the offer, because I don't feel that would be appropriate - I'm interested in doing yelp reviews because I have benefitted from reading the reviews of others, and I want to share my thoughts and feelings too :-) - I'm not looking for freebies.

So, anyway, last friday seemed like a good day to walk over to LGO and see what's shakin.  I grabbed my growler jug (still the best deal around) and the wife, called a friend to join us for a beer and walked on down to the corner.  The evening was a bit on the warm side, but it was quiet and about the normal buzz of busyness for this corner.  It's always kinda crazy and we like to sit on the patio to watch the manic drivers race around trying to find parking.  We went into the store and the wife ordered a grilled-fish sandwich.  I nervously ordered a cheeseburger with fries.  After placing our orders and getting warned that we needed to be around to pick them up, I moseyed over to the bar to get my jug filled with Stella.  Did I mention that this is an awesome deal?  So, we got some glasses and headed out to the patio.  Soon afterward, they called our name and we got our grub.  My wife's fish sandwich was consumed with muffled oooh's and ahhhhs', and she raved about the perfect texture, grilled flavor and delicious, fresh multi-grain bread.  She also raved about the slaw that came with it.  I think she liked this sandwich.  The burger, on the other hand, is still a disappointment.  I ordered it Medium Rare (the only way to order a burger) and kudos to the woman for not warning me about undercooked meats - I'm aware.  really. And I asked for cheese and put it on a hamburger bun.  It came open-faced with a pile of coarsly shredded mild cheddar cheese.  It had the appropriate veggies - lettuce, pickle and tomato, red onion slices and the special sauce.  With a pile of limp matchstick fries on the side, it was a big pile-o-food.  The portion was impressive.  That's about where it ended for me.  The burger was overcooked and the pile of shredded cheese is a bit off-putting.  It's impressive, I'll give 'em that, but a big pile of cold, shredded cheese just doesn't work for me.  The cheese needs to be melted.  A good burger has the cheese melted.  at least some.  Lot's of cheese can be fun, but it overpowers the rest of the flavors and tends to cool the burger quickly.  I scraped off about two-thirds of the cheese - enough to make a cheese crisp if I had a tortilla, and put the burger together.  Flavor was so-so.  After I added some salt and pepper, flavor was just a little better than so-so.  Burger was cooked to med-well, but still juicy.  The veggies were fresh and crispy.  A side of mayo for dipping the fries in is required for me.  I like my fries Belgian style.  The bun was a little dry and on the edge of stale, but not bad enough that I could not eat it still.  Overall, I stand by my original review of the burgers here.  I realize LGO is trying to stand out with a ""different"" presentation, and I applaud the effort, but I think it needs a bit more work to stand out at a time when everybody is doing burgers.  The fries were sub-par, limp and forgettable.  The ambiance, however, is what brings us back.  Sitting on the corner patio, sipping a beer, having a great conversation and watching the show all around me is a great way to wind down on a warm Friday night.  LGO - keep working on the burger, I'll keep coming in, but I think I'll stick with the wings for now.",review,J3I2NClEbD1Xr8lOdjxlqQ,1,2,1
EC9WB-iVjd28B6R6KIZ8TA,2010-08-04,RZZ9Tf5GWYwrcjg-ACiKmQ,4,"Cliff notes
- Cheap: $1-2/plate
- Fast: It's ready-to-go and on a conveyor
- Acceptable quality: I'm here weekly and haven't gotten sick lol

This place is definitely good for what it is, ""it"" being a budget-friendly sushi place that's great for a quick bite.  In a response to the lower-rating reviews stating how the food is just okay at best or authentic or blah blah blah, well think of it like wal-mart vs. *inserthighendretailerhere*.  This place has a business model based on selling in large volumes (hence the low prices like wal-mart) so they're gonna have to ""reduce costs"" somehow (so-so quality food, not-so-attentive staff, and slightly smaller than average portions), but it's still a solid bang-for-your-buck kinda place.

On top of this, I can be in and out quickly since everything is already prepared, perfect for those quick 30 min lunch breaks.  All that's required is for you to grab it off the conveyor (depending on whether or not all the items you want are on the conveyor at the time). 

I've never had issues with seating, but do not make a point to go during peak hours and usually go with a small party (2-4 people).

For those claiming to be ""left to fend for themselves"" due to an inattentive staff, most of your sushi-related inquiries can be answered by this thing called ""the menu"" that sits on the counters.  See, this miraculous piece of technology contains things referred to as ""descriptions"" on them that help to inform you about the sushi going round-and-round before you.  Furthermore, there's even a pricing guide based on the color code of the plates to assist you further! WOW! Lol wtf do people expect for $1-2 plates of sushi?  Someone to hold your hand? LOLOLOLOLOLOLOL DIAF

And the cherry on top? $4 large japanese beers and $5 sake bombs! HELL YEAH!",review,jdoGEEy5s-5L1O_lNzEi2g,1,0,1
zp713qNhx8d9KCJJnrw1xA,2010-02-01,Bmt1QRDT0GfyXkhOvj_BfQ,5,"Fred M. pretty much said what I would say, so I won't beat a dead horse.  I'll add, though, that they offer a wide variety of deep-fried quesadillas.  

Did you catch that?

DEEP FRIED QUESADILLAS!",review,aqqbh1NZoFk48kp0eqSLdg,3,2,1
pWPzxPPXN4IqI7RUU_8KKw,2007-10-29,V4hBluqV-xbgzk7Y6y9kzw,4,"I have no idea whether there is a Japanese community in this part of town, but New Tokyo would suit one well.  It's rather small, but they have a wide selection of Japanese, snacks, beverages (including my new fave beer, Asahi Black), refrigerated items, staples, etc.  

This is not an Asian market, it's specifically Japanese, so don't expect more than a few crossover items like kimchi.  That being said, sometimes it's good to specialize.  It lets them carry more variety of Japanese products.

The cashier was very friendly when I finally stopped loading my basket long enough to check out.  Like the first reviewer, I loaded up with snacks for the hotel room...along with a six-pack of Asahi Black, of course.  Oh, one more important factor...the prices were quite reasonable, in line with most ethnic market imports...maybe even a bit cheaper than usual.",review,ynGxw3zZqAjahVou563zXQ,1,2,0
LDJhwZN14AZOJyHjg2lkRw,2011-12-13,hHwQaL3QN2xgTBSCQ26wIA,4,"We got passes for the preview of Mission Impossible (Ghost Protocol).  We enjoyed the movie a lot.  The theater itself is fine.  The chairs don't move, and you can't raise the arm rests.  No rocking, no reclining (granted most theater seats don't move a lot, but these don't move at all).  Otherwise the seats were reasonably comfortable.  The screen is IMAX (i.e. huge), and the sound was reasonably good.  

They could have put a little more slope into the auditorium seating.  In other IMAX theaters I've been in it seemed the heads of people in front of you NEVER block any portion of the screen.  But I found a few were just slightly into the bottom of the screen.  It wasn't bad, but given my other IMAX experiences I did notice it.",review,Mb0psF4WQF7gZSuZafVr-g,0,0,0
K8pM6qQdYu5h6buRE1-_sw,2009-08-06,GOconNmWgg6cJbgwSwrozw,5,"Alright, I have been away from Yelp for quite some time, and I feel that this place is fitting to be my comeback review...

Chicken and Waffles.  Yes, chicken and M'Fin waffles.  

In the ghetto?  Check
Has sweet tea?  Check
Has no-nonsense, quick service?  Check
Ridiculously long wait?  Check
Best thing that I have eaten in the last year?  Check

I have to say, not the best fried chicken I have ever had, but pretty damn good- it could use more seasoning.  Now the waffles, probably the best ever...  The waffles are deliciously soft inside, a little crispy out with a wonderful cinammoness to them.  The seating is cramped, but it doesn't matter as soon as your food is delivered your table goes quiet, you get tunnel vision and after the first bite you are taken away to an orgy of goodness.

If you are in Phoenix, this is a requirement.  Come real early or be prepared to wait.  Don't forget to order the Red Velvet cake and they have Kool-Aid if that fits your fancy.  Even after I came home from Arizona, I couldn't stop talking about LoLo's for like 2 weeks.  Shoot, two months later and I am still drooling thinking about it...",review,yy1SbjeyWiAhWfSr5d0new,2,3,3
FCcFT610nQBVcRdY-devQA,2012-01-14,6jRs2P6zTYMn36fVnCu1Zw,4,"In our continuing quest to identify cool, locally owned places to eat and/or drink, Caroline and I auditioned Vintage 95 last night. 

Before I go further, understand that whenever I go out for eats or drinks, I have  in  mind a Platonic Ideal of the Bar/Pub/Eatery I most want to frequent. I'm on a constant quest to find that  Ideal expressed in Real Life. 

Vintage 95 isn't quite there, but it's damn close. If I ever give something Five Stars, you'll know it has pegged my Platonic Ideal. Anyway...

The plan last night was for drinks. No plans for food, just Adult Beverages and warm conversation. But it turned into more.

The location in downtown Chandler is terrific for us. The owners have created a very fine visual experience - leather, stone, dark woods, good lighting. And they don't have the music turned up so loud that you CANNOT HAVE A CONVERSATION. This is one of my pet peeves. If I want to stare at people move their mouths while enduring an aural assault, I'll stand on the deck of an aircraft carrier. When I go out with friends, I want to enjoy their company AND their conversation. Is that concept so difficult to grasp? [/rant off]

The atmosphere at Vintage 95 is very close to my Ideal. I'd go back just to sit on the leather couches in front of the fireplace, and then go back another time to sit on the leather stools at the bar, and then go back about fourteen more times to sit out on the patio. Seriously - go check out the patio. It is EXACTLY what a Patio Hangout Bar should be. EXACTLY.

Caroline and I told the hostesses we were only there for drinks, so we were seated in the bar area in some fabulous leather club chairs. It wasn't initmate, but we weren't looking for intimate. And speaking of the bar, even though V95 advertises itself as a wine bar, they DO have booze. I'm not much of a wine drinker and was very pleased to see that they carried a pretty good selection of single malt scotches. Not an overwhelming selection, but well beyond the normal Glenfiddich /Glenlivit /GlenMorangie trio to which most places are limited. I had a couple of drums of Ardbeg, which is one of my new favorites and very reasonably priced at retail. (Scotch is never reasonably priced in restaurants, but I was celebrating so I didn't care.) Caroline had her normal ""vodka martini extra dirty extra cold"" which she judged to have ""perfect dirtiness"", (no wonder I love her!), perfect amount of olives and very cold. 

The limited Happy Hour menu had some very interesting choices. We settled on the bruschetta and the smoked tomato bisque. The bruschetta was VERY nice and quite unusual. You get to select four of eight choices for your bruschetta platter; we picked: (1) white bean and pancetta, (2) gravlax, caper goat cheese and pickled onions, (3) fig chutney, ricotta and prosciutto, (4) brie, pear and onion jam. They were all served cold, in nice sized portions and the flavors were all nicely balanced and very interesting. Caroline would have preferred the bread to not be so crispy, but I really liked it. The tomato bisque  was creamy, smoky and had well-balanced flavor. Caroline said it was unique and I say it was just darn delicious. 

Things being as they are, drinks and appetizers turned into food. A friend had told us ""you have to try the Vintage burger"", so we did. It came served with a mixture of regular and sweet potato fries, all nicely cooked and nicely seasoned. Recommended. The burger was VERY tasty. They obviously use good beef, the bun was fresh, the fixin's were tasty. HIGHLY recommended.

In for a dime, in for a dollar, right? So we ordered dessert. Again, the dessert menu is short, but I'm okay with that as long as they do it well. Chocolate torte with hazelnut gelato, apple pie with carmel sauce and creme fraiche gelato, and something else we couldn't remember. I'm allergic to hazelnut and don't like sweet desserts, so we decided to try the apple pie.

Like everything else we had sampled, the apple pie was unusual - you wouldn't find it anywhere else. It was served on a freshly baked puff pastry, cubed apples served on top and inside - tender but not mushy -  with lots of cinnamon and sugar, plate was swirled with salted dolce la leche. It was tasty, but instead of the expected creme fraiche gelato, we were served hazelnut gelato. I didn't realize it was hazelnut until I'd had a couple of bites and my throat started to swell up.

At this point that the night could have turned into a disaster, but to their credit - it didn't. We told the waiter who told the manager, (Gavin - one of the owners), who immediately came and asked if I needed emergency assistance. I didn't, I'm not THAT allergic.)  Frankly, their response was EXACTLY the kind of customer service you want to see. Anyone can make a mistake, so no harm, no foul. But I must give BIG Kudos to Gavin for his kindness, attention to detail and outstanding customer service.

We will DEFINTELY be back and I strongly recommend you put it on your list too.",review,40aklZ2SQPKnlTPZdvAqww,0,1,0
tA2DT7CGQPzgA6tTcTkXDw,2009-09-02,VyX6x7wnThr9g9Z6VBDIgA,2,"I have to add to Andrew's review.....

I just can't believe the things that happened!!

Yes the app was good.  The entree was good too, but there were bites of just bread with no chicken in the panini.  It definitely would have been better with more chicken!

But the girl working here is one of the worst waitress/bartender/hostesses EVER!

When we walked in, she didn't even sit us.  We stood there forever waiting until she finally told us to seat ourselves.  We went outside since there was nothing left inside.  It was too hot outside so we came back in and figured we'd sit at the bar.  Luckily a nice guy noticed us looking around and let us sit at the end of his table that he moved apart since his whole party didn't show up for dinner.

I was so excited when I saw they had cider on their menu!  And not just one, but two that I like!  Wyder's Pear Cider and Strongbow!!  
I ordered a Wyder's.  After I finished it and asked for another, she said they were out of them.  Okay, so I ordered a strongbow.  She came back and poured it into a glass for me.  When I took a drink it was disgusting!!  It was Boddington's!!!!  When I finally got her attention away from flirting with a man sitting at the bar to ask her for the correct drink, she told me they were out of Strongbow too!  How are you out of both drinks??  You're a restaurant.  Shouldn't it be stocked?  You're right across from a BevMo for god's sake!

When we ordered our food, he ordered the app.  Then I ordered my entree and she walked away!  She didn't even get his order!!!!  We figured it was probably for the best.  We'd split the app and the entree and eat less.  Stupid of the waitress to lose money that way, but whatever.

When she brought my food, she didn't bring the correct things.  How hard is it to remember?  She had maybe 4 tables to take care of!  Maybe if she stopped texting while she's behind the bar on her cell phone or if she'd stop having a conversation with the guy at the bar, maybe she could have done her job a little better.",review,UL9chyH0a4Pj8J_9M6WSpA,1,2,2
o5x6DF0KK1OBsiUOx2gavg,2010-02-04,IRGqHYbK5AOEv5MNYMz7cQ,4,"This would most certainly be ""my"" coffee shop if I hadn't already established myself as a regular at another local shop. This brand-new, independent coffee shop has spent the money to look really nice (it even has a fountain inside!).

But what money can't buy is community and unfortunately this shop doesn't seem to have much of that. Granted, building community takes time and/or energy. For their sake, I really really hope it works out in the long-run.",review,xw77viWz_BbmyntxoBVH4A,0,0,0
AaKlegu7gmOCD4rEESF76Q,2010-04-24,9CXNIZTV9uStuNbvvFS8uw,4,No matter what I order I know it will be tasty. Maizie's have a lot to choose from which can be a little overwhelming for me. I love their wait staff everyone is always friendly. When I am in Maizie's I feel like I am in a neighborhood hang out.,review,uA18GuF_ezOH6tXkrrykbw,0,0,0
E6DnUFy3GoN4DxTqturtug,2010-09-28,nzSOTOZiAb1ITqbRgWKnnQ,5,"This restaurant is incredible, and has the best pasta carbonara and the best tiramisu I've had in my life. All the food is wonderful, though. The calamari is not fried. The bread served with dinner comes right out of the oven, and the tomatoes are the freshest I've tasted outside of my mom's own garden. This is great attention to detail.

I can no longer eat at any other Italian restaurant without feeling slighted. This is the first place I want take out-of-town visitors I'm looking to impress.

The owner, Jon, is helpful, friendly, and really cares about providing a positive dining experience. He's spot on with his wine recommendations, and he organizes wine tasting events which you can find out about by joining the mailing list or Facebook page.",review,U3uT-Phb8iL2iuZpAROZlg,0,0,0
znBnrQNq1FdUt5aIGAbyuQ,2012-06-08,9BJJwIciVG-JPlXetInbXw,4,"One of the spot my coworkers and I go to for lunch. We usually try to get there before 11am (weekdays) to beat the rush from all the Corporate places near the MetroCenter.  

The deli sandwiches are good.  I usually stick to getting the Amy's turkey-O.  If you plan on substituting a side, make sure you tell them because the cashiers don't normally ask and you'll be stuck with chips.  The salad bar here is very decent for the price.  

Don't forget to get ice cream on the way out!",review,wJzMpk54FF2jeENqMBJ24Q,0,2,0
l4vBbCL9QbGiwLuLKwD_bA,2011-11-22,DJVxOfj2Rw9zklC9tU3i1w,1,"I have always been a fan of Burlington's deals, however I will not be shopping at this one again. I went to return a belt... pretty simple. Instead, I stood in the customer service line for 15 minutes thanks to an employee of Burlington buying/putting things on layaway. It took three other staff to help her out. There were no words said to me except ""Hold on"". I was pissed. When the lady was finally done, the employee at the service asked ""what do you want?"" Serious help is needed there!
 If you work in the area of ""customer service"" I think you should have some.",review,EPROVap0M19Y6_4uf3eCmQ,0,0,0
YeDYa6tYL16CyqYvUVOtLw,2008-01-28,J2Ig5cV9fJU-KGewdzQXOA,3,"If I could give 4 stars for atmosphere and 3 stars for food I would.

With all the hype of getting a Margaritaville I guess was expecting a little more in the way of Margaritas and cheeseburgers. But I was underwhelmed with both. You can get a much better burger next door at Yardhouse and a much better selection of Margaritas from Salty Senorita. With that aside this place is quite the spectacle. It has 2 stories, a stage, fishing boat booths, and every other piece of decor that a Parrothead could love. TV's broadcast Jimmy himself rocking out and some odd montages of Parrothead outings. Live music is offered here several nights of the week and they offer 2-3 bar areas. If defiantly won't become part of the regular rotation but from time to time we might wonder in looking for our lost shaker of salt.",review,gTCM7qlVrwdml-hFB6aJqQ,0,2,1
P5uC-zfGG6yqoQDUyqyAvg,2010-02-05,rghv_qgXpluzDE9qn8CNrw,4,"It is romantic here even if you are with just friends. The waitress kneels at the couch to speak with you, pour your wine, bring your check...I love that...its so 5 star and respectful. Our waitress was so friendly and I was on cloud 9 because the whole ambience made my evening so nice. I love the darkness of it, its all so exotic and relaxing there especially with all the coves and different areas to be seated. Apparently you have to put your name down if you want a table for certain as it seems to be packed anytime I have been there. We needed one more bar stool-we had no reservation and the waiter actually went ""out to the storage"" to get us one. Impressive!",review,nM3vfxr6fcnN_nXdzwbVCw,2,2,1
CEswyP-9SsXRNLR9fFGKKw,2012-05-19,GXj4PNAi095-q9ynPYH3kg,1,Another night meeting friends here.  I have to laugh.  Waited another 20 minutes for my beer to be refilled at the bar.  A girl even took my empty without even asking if I wanted a refill.  A new brunette girl that I don't recognize left the bar and sat down with her guy friends on the customer side AT 9:25 ON A FRIDAY NIGHT.  Another bartender had to ask her to come back and work.  Management....  Pull your head out of your ass!  Sad to watch....  I need to talk my friends into another place!,review,MjLAe48XNfYlTeFYca5gMw,0,1,2
6Ry-gjGqApTSRZkfdYlLmw,2011-05-04,LN4l4wklQB0IVBjm-vq9TA,1,"Not busy at all but took nearly 45 min to get our meal.  Ordered the trout and was shocked to see lots and lots of bones. Hmmmmm. Well asked the waitress about it and she said ""they try the best they can""  hmmmmmm isn't this a ""fish"" restaurant? 
They comped the trout but still not sure I would go back.",review,rWN1pg3mCF2btJWtG6JmJA,0,1,0
taSsiZAGZSz2gRg7_M4XDw,2011-12-30,L_q9kLaGo33j2Ij8yUIGDw,5,"This an incredible church that embraces the principle that ......Christ Life Church exists to bring people into a life-changing relationship with Jesus Christ.  Three campuses allow Christ Life to reach into several locations...online, Tempe and Casa Grande.   The wonderful children's and youth programs appeal to a wide perspective of people.",review,0jJhjgr3wPin-8vYnPab6A,0,0,0
3oLy0rlzRI_xiqfQHqC4_g,2011-04-28,dY_p1YkjZxJmREb9Lfc5vw,5,"This is our favorite breakfast place. The food is good. They have the best biscuits & gravy of any restaurant I have eaten at. The wait staff is friendly. The only complaint I have is that Sunday mornings are packed, so there can be a wait to be seated.",review,-yg_AMAU2HNh48zcuQ13mw,0,1,0
0QTn4pMzKv1mnQifcP9YoQ,2011-08-14,mTcLzmYunqJIGKgklFWICg,4,"The best sweet and sour soup ever!  Food is delicious and favorable.  Delivery is pretty good, nice people.",review,UHyDQ-laihWMGa8MtIToOg,0,0,0
N5iW2JG5e-QyUh7brRNSfw,2012-01-05,-_hed9F2kUDdb4oa1CXKIA,5,"I had looked at several invitation websites along with catalogs with no luck in finding just the right balance of wedding colors/design.  Thomas at Alphagraphics helped me every step of the way of designing and printing our wedding invitations and programs.  I knew I wanted a booklet-style, but needed a little design creativity from Alphagraphics which they nailed!  I highly recommend Alphagraphics to anyone needing any print work done - not just wedding invitations.  Thomas and his crew are stellar!!",review,xP3o3-r0KRUnZqBSdIGJjw,0,0,0
_HTE4pOKeJC7kcxiCF9vTA,2010-05-22,xNvNTC2iXwJiiujNK6Sphg,4,"Every now and then my Vietnamese side craves for PHO...are you surprised!?  Noodle Ranch is my local Pho joint.  I can literally walk to this place :)  Okay, the Pho Tai is great here....I got the combination once and it wasn't as good.  I love the decor here lots and lots of old photos of Vietnam.  Service is always good here and I've been here when their busy and when it's slow.  If you need a Pho fix I would definitely recommend this place!",review,XqMkm-DD9VsdcKx2YVGhSA,2,3,0
NNGJQF3WeIHzGzweCpZ-VA,2011-04-23,jNewOjPp56NMDrKlajrgFQ,1,"Yikes, reading other reviews I realize my bad experience wasn't unique. As a server I make a very laid back customer. I like pretty much everything I eat and don't require a lot of attention from the waiter. 

La Piccola Cucina would benefit from just one extra person in the front of the house. Our guy, though adorable and friendly, was too busy to refill our drinks and to remember to bring our appetizer (though charged us for it). The ahi tuna (highly recommended over the other fish options he said) was so overcooked it was the color and consistency of chicken. Like other reviewers mentioned, he was frantic and made that clear to every customer. At one point I even saw him in the kitchen cooking - they need another person! 

I left super stressed out from the experience, which is very, very unusual for me. You can either have bad service or bad food, but not both.",review,5je-Jg8tq5BWxJtDBmTK2Q,0,6,1
3HciJAVduCRoPDdzgh7cAA,2008-04-25,WONOXuKoiT2hkKITvTfC0g,4,"This is your typical Buffalo Exchange. I've been to others in San Francisco and San Diego, and they're all pretty much the same. Yes, they're super picky brand name whores about what they buy from you, but it means that there are some really great items for a much smaller price tag. I've gotten dresses that people always compliment and things that I've bought on impluse because I thought it was a great buy, and wore once. 

The building this one is located in leaves a lot to be desired, but  there are good buys inside. I walked away with a great pair of skinny jeans, a cute top, and a super comfy dress for under $50 =).",review,IE_nJq65Qpso5fN4tG9zjQ,0,1,0
4meJyPOhuAKzywUJTmu2hw,2008-06-23,IC2EAv_PGx44FnTvfAs_FA,4,"Though perhaps not the place you may pick for a special brunch with champagne and chocolate brioche French toast (a signature breakfast at the Sofitel Philadelphia), the Good Egg is my choice for neighborhood breakfast that offers consistent service and food in a comfortable atmosphere.

No matter how busy the restaurant becomes, and on Sunday it is packed,  the staff is always friendly and welcoming. You may have to wait for a table but the waits are never excessive and there is the coffee trolley where you can help yourself while waiting.  Even more remarkable is that even at its busiest (read Mothers/ Fathers days), service is speedy and attentive and the kitchen never seems to slow down.  Someone here knows how to run a restaurant!

The menu contains a large assortment of the usual breakfast fare, eggs, pancakes, french toast, etc, all well prepared and tasty.  In addition there are is a good number of health conscious offerings and even those less healthy dishes can be requested to be made with egg whites or egg beaters, and non-starch substitutes (cottage cheese, fruit, and tomatoes. etc).  Some of my favorites include the Hey Ricky Omelet, Huevos Ranchero ,or my indulgence a (as in one huge singular)  buckwheat pancake with (my choice of ""fillings): chocolate chips ( I admit my addictions), pecans, and bananas... 

We always opt for the patio and even in the scorching summer heat; the misters make this a great outdoor picnic with the best people watching in Phoenix.

After you have been here a few times you feel like part of the family and with their frequent dinner program they offer even more incentive to return.",review,t8vH6ubd-6i9DTisZaQdgg,0,0,0
pRmHreZcF7YmNEEPukfcFg,2008-06-13,SWdrx60taMa442b1enwfCw,5,"I absolutely love this little spot! It's a great little known boutique with incredibly unique gift items that I don't have to drive clear out to Scottsdale to find. I've been shopping at Vignettes for about 8 years. Whenever I am in a quandary about what to get someone, this is the first place that I head to. Mostly it is because of the wide range of specialty items that they have on hand. Whether it's something for the garden, a gift for the new bride or baby, a unique piece of art, or heavenly scented candles - you will not be disappointed.

The owners / staff are super friendly and have always been more than willing to help find something within a price range or based on occasion / need. And they do the most amazing wrap jobs, making gift giving even easier.

The final bonus is their annual Clearance sale. For three days each year they basically blow out their stock to make way for new finds. Ask to be put on their mailing list to ensure your have a heads up and get there early because long time customers like myself never miss it. : )",review,iwWBF3nKoRMoy1sbkLJwvg,3,7,1
s9XNBJAZ3ZcNW5u8BRZXuw,2010-09-21,UxzU0E5eM_ZgIMus-wpS8g,4,"Great Southwestern restaurant.  The food is incredible, especially the stacked enchiladas.  Normally I do not eat heavy foods, but this was way too good to pass up.  The chips and salsa were very tasty as well.

Service was very friendly and timely.  The interior is pedestrian at best, but still a pleasant environment.",review,BUeMRVgAQvBWnnrI2xcA1Q,0,2,0
Xq9tkiHhyN_aBFswFeGLvA,2011-06-24,QqUj8brMiWkMicmlWtpPrw,4,"Went back to AB a few weekends ago, again for brunch, with a large group.  I was surprised to see that, although they advertise themselves as being a brunch place on the weekends, they have pared their menu down to basically 4 items.  The people that I invited that had never been to AB before were expecting more of a variety in brunch items since I'd told them that they had great brunch, but their concerns were quelled with a few bloody Marys and some good (if not diverse) food.  I had the egg sandwich sans bacon again (excellent again) and Sweet Pea and I split the french toast as well.  We'd only had a small sample of the french toast at the opening, so we didn't realize that it comes with this whole jar of cream and berries, in addition to the syrup.  If you come here for brunch and like french toast, you have to try it.  It's the best french toast I've ever had, and many at our table agreed.  The secret is that they bread it in cornflakes.  Yum.  And, the bloody Marys are in the excellent range, I'd say just below the phenomenal ones at Dick's/Rokerij.  The service was also friendly and quick.",review,GVH_iuoPc0aP3ZNYlWuKag,1,1,1
ImghNwml8N-ncAqhXe00hg,2012-09-20,gLHPqclZG51HH9EGzOFjxQ,4,"Great prices, great food. The staff is very friendly... I'll definitely be coming back here for lunch on a more regular basis. I had the kung pao, and the portions were incredible for the $5 I paid. 

Not mind blowing, but better than most Chinese places I've been to in the Valley.",review,aLTl_OkLo0BFRxdz1n6sYA,0,1,0
cBpJIOrVXotDI0XAZH_k0g,2011-08-18,ZXp8gEhfE7BHgRYIgnd3gQ,5,Came here with a large group a while back.  We were there to eat and have a beer before a concert there. It was a weekday so we made it to happy hour. Happy Hour pricing was fair. The food was pretty good. The very best thing there is the beer!  They had like everything on tap! MMMM!,review,O3huqF3nBeWP9Zd6NmCAaQ,1,1,0
FkHhy6kWeoJf0xJTqzRWmg,2012-09-17,odua8qFSMEXSFYmElQTspQ,1,"This is my first year participating in Arizona to sell clothing, just wandering how busy its goona be in there ??? little worried, can any one reply me ??",review,68exKLCQnnZrvXNFOcIUnA,0,0,0
c1yGkETheht_1vjda7G5sA,2011-03-28,vwHmBJ5YKbZxNFtmP2KpRQ,4,"The vibe exuding from this place is pure awesomeness. Reminiscent of a trendy hipster coffee joint, this is actually a casual vegan restaurant. 

I am a pescatarian and unless I am eating seafood, I steer clear of meat, even the mock kind usually however once in a while it's delicious... so why try it here at Green I thought. The menu's style is comfort food, which as we all know traditionally is heavy on the meat, sauces, and fat content... so at least if you're going to be bad, you can do it with organic and pure ingredients.


So as I wanted to sample as much of the menu as possible, my lovely friend, her fiance, and I shared a few items:

*Artichoke Gratine: The corn chips were amazing, lightly salted and crisp. The dip was a bit too garlicky and runny for my liking. Ate a few bites of this but could not see myself eating the entire thing solo.

*Spicy Buffalo ""Wings"": first things first... do not let looks dismay you... true it looks gross but they taste legit! The flavor of the buffalo sauce was perfect, although could have been spicier. And the cucumber ranch dipping sauce was perfectly creamy and lightly flavored as to not overpower the ""wings"". This dish is a must try!!

*Vegan Chili Fries: the fries are thin cut and tasty. The chili sauce was good, at first, but I quickly got sick of the flavor. This could be because I was never a huge chili fan even back when I ate meat. Hmm, I think you are better off ordering the thyme fries.

*Crab Puffs: Perfectly crisp with a delicious creamy filling. Another must try!

Lastly my friend's fiance ordered that day's special which was a green chili burrito... delicious and huge. A bit too much rice but besides that a great option. It came with a side, which he ordered the curry pasta salad, mmm.


Green serves bowls, sandwiches, pizzas, salads... next time I am back in the area I will be checking out more of the menu when craving ""meat"" and not my usual tofu, seafood, veggie diet.  

Might I add the service is friendly. Perfect place for a casual friend date.",review,YBVdmm5zlpLpi2_DiKsd2A,0,0,0
